Utterance,Emotion,Dialogue_ID,Utterance_ID,Speaker,source
I really want to take him over my knee .,anger,dailydialog_194,0,Speaker,dailydialog
We are taking IB 385 to London tomorrow at 1 p . m .,neutral,dailydialog_195,0,Speaker,dailydialog
I had a terrible quarrel with my neighbor yesterday .,sadness,dailydialog_196,0,Speaker,dailydialog
"I see . Well , can I have a look at your phone ? Unfortunately , this phone can ’ t be used in the US . it ’ s not compatible with our 3G network .",joy,dailydialog_197,0,Speaker,dailydialog
"Pretty good . How's your business going , Kevin ?",joy,dailydialog_198,0,Speaker,dailydialog
That is good of you to say so.When can you start working ?,neutral,dailydialog_199,0,Speaker,dailydialog
"Of course . It's the tradition game in winter , and with good reason . Don't you like watching it ?",neutral,dailydialog_200,0,Speaker,dailydialog
Can you believe that he actually won ?,surprise,dailydialog_201,0,Speaker,dailydialog
I ’ d like to know why you ’ re always taking credit for work we ’ Ve done together like that line in the new Ice Cream ad ?,anger,dailydialog_202,0,Speaker,dailydialog
"To be honest , it was horrible ! My manager is such a pain in the neck !",anger,dailydialog_203,0,Speaker,dailydialog
"I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that night , but she didn't answer the phone .",anger,dailydialog_204,0,Speaker,dailydialog
That is all right . Maybe we can make another arrangement .,neutral,dailydialog_205,0,Speaker,dailydialog
Just give me an estimated figure for an order of 100 units .,neutral,dailydialog_206,0,Speaker,dailydialog
"Yes , of course . I need your student ID please .",neutral,dailydialog_207,0,Speaker,dailydialog
But have 2 - hour journey .,anger,dailydialog_208,0,Speaker,dailydialog
When can you give me the final decision ?,neutral,dailydialog_209,0,Speaker,dailydialog
"Yes , we'll take our time . And we'll go to Five-lake Strict and the Wall Street .",joy,dailydialog_210,0,Speaker,dailydialog
"Hi , Wendy . I ’ m Gerry .",neutral,dailydialog_211,0,Speaker,dailydialog
I'm looking forward to it .,joy,dailydialog_212,0,Speaker,dailydialog
"No , my wife doesn ’ t like traveling . We haven ’ t been traveling for more than ten years . The first time we traveled together was in 1978 when we just got married . We spent our honeymoon in the Alps .",neutral,dailydialog_213,0,Speaker,dailydialog
I was supposed to do that ? I thought Sharon was responsible for that .,neutral,dailydialog_214,0,Speaker,dailydialog
"Wow , the cheer-section is coming . The music is so fantastic .",neutral,dailydialog_215,0,Speaker,dailydialog
"I rather doubt it.You ' re cheated by his appearance , I think .",neutral,dailydialog_216,0,Speaker,dailydialog
You seem to have bought the whole market !,surprise,dailydialog_217,0,Speaker,dailydialog
"That's very considerate of you . And now , shall we discuss the insurance terms ?",neutral,dailydialog_218,0,Speaker,dailydialog
That's why I can profit from it !,neutral,dailydialog_219,0,Speaker,dailydialog
"well , now that I know that , maybe we should all go out for dinner sometime .",joy,dailydialog_220,0,Speaker,dailydialog
What ? What does that mean ? Why won't there be any results ?,surprise,dailydialog_221,0,Speaker,dailydialog
"Well , it's not how much , but what I'm going to buy that matters . I'm going ski shopping !",joy,dailydialog_222,0,Speaker,dailydialog
Are you sure you're finished ?,anger,dailydialog_223,0,Speaker,dailydialog
To hell with you .,anger,dailydialog_224,0,Speaker,dailydialog
"Sorry , Mr . Polly .",sadness,dailydialog_225,0,Speaker,dailydialog
I ’ m shocked he actually won .,surprise,dailydialog_226,0,Speaker,dailydialog
"I'll pay cash , thank you .",joy,dailydialog_227,0,Speaker,dailydialog
But I can't resist a good dinner .,sadness,dailydialog_228,0,Speaker,dailydialog
"Please go ahead , I am listening .",joy,dailydialog_229,0,Speaker,dailydialog
"No I am free , I will be there , what time the thing starting ?",joy,dailydialog_230,0,Speaker,dailydialog
"Fortunately , she's not seriously injured .",neutral,dailydialog_231,0,Speaker,dailydialog
Certainly I do .,joy,dailydialog_232,0,Speaker,dailydialog
"Yes , just as you have ordered .",neutral,dailydialog_233,0,Speaker,dailydialog
That's brilliant ! We can name the grades of motor oil by where they come from .,joy,dailydialog_234,0,Speaker,dailydialog
I am calling about the advertisement for a flat with a bedroom . Do you still have it ?,neutral,dailydialog_235,0,Speaker,dailydialog
Then my son drove into a tree,sadness,dailydialog_236,0,Speaker,dailydialog
Good idea . Is there a good movie on ?,joy,dailydialog_237,0,Speaker,dailydialog
"I guess I was stunned for a moment , then I quickly ran away to get help .",neutral,dailydialog_238,0,Speaker,dailydialog
He quit,neutral,dailydialog_239,0,Speaker,dailydialog
What's there to see ?,neutral,dailydialog_240,0,Speaker,dailydialog
It's really a surprise .,surprise,dailydialog_241,0,Speaker,dailydialog
"She's chic , isn't she ?",joy,dailydialog_242,0,Speaker,dailydialog
You ought to have worked harder then you wouldn ’ t have failed your exams . You have to take a job and study .,anger,dailydialog_243,0,Speaker,dailydialog
"But it will be expensive to have a car in the city , won't it ?",anger,dailydialog_244,0,Speaker,dailydialog
Do you have a New Year's resolution ?,neutral,dailydialog_245,0,Speaker,dailydialog
I envy her and also I hate her at the same time .,anger,dailydialog_246,0,Speaker,dailydialog
"I understand , sir . I ’ ll bring a doctor ’ s note in tomorrow . I am sorry , Mr . Thomas",sadness,dailydialog_247,0,Speaker,dailydialog
"yeah , I'll call her later to patch things up .",joy,dailydialog_248,0,Speaker,dailydialog
"Oh , you wrote them all by yourself . That's amazing ! Are you a regular singer here ?",surprise,dailydialog_249,0,Speaker,dailydialog
No . That price would hardly cover the cost .,sadness,dailydialog_250,0,Speaker,dailydialog
No way ! That's great ! Then we'll still be together !,surprise,dailydialog_251,0,Speaker,dailydialog
Our national economy is increasing hand over fist .,neutral,dailydialog_252,0,Speaker,dailydialog
DVD ? Isn't that like a CD ?,surprise,dailydialog_253,0,Speaker,dailydialog
"Yes , you could if it's kept intact . But don't you want to get a bigger size ?",neutral,dailydialog_254,0,Speaker,dailydialog
Thanks a lot . Good bye .,joy,dailydialog_255,0,Speaker,dailydialog
"I don't really enjoy big occasions , but I think I ’ ll come round to the idea in the end , It only happens once in a lifetime .",neutral,dailydialog_256,0,Speaker,dailydialog
"Daddy , I love this Happy Farmhouse . It's really fun .",joy,dailydialog_257,0,Speaker,dailydialog
"The wagon with the water , of course .",neutral,dailydialog_258,0,Speaker,dailydialog
"Yeah , I ’ m trying to decorate my house .",neutral,dailydialog_259,0,Speaker,dailydialog
Thank you . See you .,joy,dailydialog_260,0,Speaker,dailydialog
He does everything so mindlessly that he is going to drive me crazy .,anger,dailydialog_261,0,Speaker,dailydialog
Sounds pretty fun . I'll come out and join you next time .,joy,dailydialog_262,0,Speaker,dailydialog
Really ! Did she tell you why she didn't show up ?,surprise,dailydialog_263,0,Speaker,dailydialog
"Well , I do feel quite down because I am going to miss Japan after being here for 9 months , in Japan . I am going to miss it so much , cause I've had a great time here .",sadness,dailydialog_264,0,Speaker,dailydialog
I see . And I'll always be devoted to you .,joy,dailydialog_265,0,Speaker,dailydialog
Oh ! It's so cute !,joy,dailydialog_266,0,Speaker,dailydialog
Are you nuts ? It's the President of the United States in lingerie !,surprise,dailydialog_267,0,Speaker,dailydialog
It was really an exciting moment .,joy,dailydialog_268,0,Speaker,dailydialog
"Oh , that's the worst .",anger,dailydialog_269,0,Speaker,dailydialog
Didn ’ t you tell him you have an appointment ?,anger,dailydialog_270,0,Speaker,dailydialog
You don't want to join him ?,joy,dailydialog_271,0,Speaker,dailydialog
Wow . That sounds really good .,joy,dailydialog_272,0,Speaker,dailydialog
It must be old .,joy,dailydialog_273,0,Speaker,dailydialog
Have you thought about graduate school ?,neutral,dailydialog_274,0,Speaker,dailydialog
Hello Gina ! We've spoken so many times on the phone but's it's so good to finally meet you in person !,joy,dailydialog_275,0,Speaker,dailydialog
That's just wrong ! why don't you just quit ?,anger,dailydialog_276,0,Speaker,dailydialog
"On the rocks , please .",neutral,dailydialog_277,0,Speaker,dailydialog
It tells me how hard your heart pumps blood and how much your arteries relax at rest .,neutral,dailydialog_278,0,Speaker,dailydialog
"No . That's all , I guess .",neutral,dailydialog_279,0,Speaker,dailydialog
"Good . I'll take it right now , if possible .",neutral,dailydialog_280,0,Speaker,dailydialog
I'm sorry . The restaurant is full now . You have to wait for about half an hour . Would you care to have a drink at the lounge until a table is available ?,sadness,dailydialog_281,0,Speaker,dailydialog
I'll beat him .,anger,dailydialog_282,0,Speaker,dailydialog
"I am sorry , Bob . If you had told me you were coming up , I would have kept tonight free . But you didn ’ t tell me .",sadness,dailydialog_283,0,Speaker,dailydialog
You ' re scared of spiders ? I actually have two more phobias . Acrophobia and glossophobia .,surprise,dailydialog_284,0,Speaker,dailydialog
I need to know about the fees .,neutral,dailydialog_285,0,Speaker,dailydialog
It's very kind of you to come and see us off .,joy,dailydialog_286,0,Speaker,dailydialog
"well , that's true , but living expenses are also higher in big cities .",neutral,dailydialog_287,0,Speaker,dailydialog
This is your first Christmas in the US . Here is the gift for you .,joy,dailydialog_288,0,Speaker,dailydialog
"Six and a quarter , I believe , but you'd better measure my hand to make sure .",neutral,dailydialog_289,0,Speaker,dailydialog
How annoying !,anger,dailydialog_290,0,Speaker,dailydialog
Our state-of-the-art computer lab is on the first floor .,neutral,dailydialog_291,0,Speaker,dailydialog
I'm fed up with his boring lectures .,disgust,dailydialog_292,0,Speaker,dailydialog
How do you like Tom ?,joy,dailydialog_293,0,Speaker,dailydialog
Great . I have long been looking forward to there .,joy,dailydialog_294,0,Speaker,dailydialog
"No more , thank you .",joy,dailydialog_295,0,Speaker,dailydialog
"I think that is our waitress is over by the bar . Boy , the service has not been good this evening .",neutral,dailydialog_296,0,Speaker,dailydialog
